P1,P2,cluster
-0.556967394057336,0.039476261707121145,2
-0.5873740884123088,-0.055687220277712474,2
-0.5935439912399576,-0.075398888012358,2
-0.5873371139826494,-0.12734325505453545,2
-0.5902825411955169,-0.08635369727767647,2
-0.5869201411942434,-0.13297719920568687,2
-0.5895165944099127,-0.10565635086453165,2
-0.560236105618321,0.04220468503093785,2
-0.5878677345267007,-0.12497678227295074,2
-0.5853623332230392,-0.1388565519713791,2
-0.590634136037917,-0.10574630944176712,2
-0.5910709538101863,-0.08982296064960281,2
-0.5866623960732,-0.05563348313023051,2
-0.5857248148418936,-0.13783500583218639,2
-0.5855559451670708,-0.13819641102575025,2
-0.5895761517640884,-0.10750490331612357,2
-0.5790448847417814,-0.015526435318392571,2
-0.5856132678537748,-0.13789578484474013,2
-0.5906236111081847,-0.11066234681573812,2
-0.5884077726798392,-0.059435958161387574,2
0.03671542546460563,0.4996236420650222,0
-0.5924371292845271,-0.08889520289680075,2
-0.5902953261920549,-0.09314835752850431,2
-0.5872969191342152,-0.13197814719376,2
-0.5857145880039464,-0.1373371579580639,2
-0.5857116568173193,-0.137297435924412,2
-0.5903365470491252,-0.09862077001274247,2
-0.585793659532962,-0.13691688967652102,2
-0.5892135878790822,-0.11479270485130927,2
-0.5858325538933874,-0.13679021929493612,2
-0.587241962485041,-0.13110215381959325,2
-0.59109557489568,-0.10652899634871166,2
-0.5862828461379077,-0.13559330289283872,2
-0.5824275803093121,-0.020702368918142765,2
-0.5842941365673597,-0.01788097393097239,2
-0.5859014087228932,-0.1364076252008994,2
-0.5859905023267384,-0.1362089963508121,2
-0.5905184340195146,-0.09926240199044477,2
-0.5906519653453042,-0.10317871626599955,2
-0.5948167707935978,-0.08516218081773025,2
-0.5896204390168418,-0.11896681721733962,2
-0.5689950564261455,0.021691633697957284,2
-0.5859552501800099,-0.1361490371534414,2
-0.5859778296946848,-0.13603974839001878,2
-0.5860138746242475,-0.13592466543412252,2
0.19141444025221166,0.5570626975224316,0
-0.5860775361013413,-0.13561311614047844,2
-0.5863086664838912,-0.1350489022782583,2
-0.5903966358391198,-0.09947767984409435,2
-0.5942279879064983,-0.05409254472192435,2
-0.507533048590684,0.1357123913879488,2
-0.5861365128646048,-0.13525694619725917,2
-0.4755415870473306,-0.2524462482841144,2
-0.5846889733744279,-0.10129814322646874,2
0.056059699069637065,-0.8180668381490452,2
-0.5865883787149657,-0.1339707032590889,2
-0.5904811285574961,-0.06952205311409376,2
-0.5910826545123984,-0.09953232747447911,2
0.4234637399833802,0.6233826050147051,3
-0.5862965586540901,-0.13443935924360567,2
-0.586487907911969,-0.13384430058145483,2
-0.4488148091424281,-0.0007585150969283264,2
-0.5908755105619059,-0.1023390570828973,2
-0.5890215998378555,-0.12151260786450813,2
-0.5868075943463265,-0.13294752840193208,2
-0.5712937695439354,0.02860225567208216,2
-0.5924624893617204,-0.07207389292365497,2
-0.5865959974906557,-0.13333769258897774,2
-0.5864530520255016,-0.13360972246164393,2
-0.5864809729967181,-0.1335330366072045,2
-0.5864978882401638,-0.13344139021335974,2
-0.5918686596437842,-0.08862708698325877,2
-0.5875365647355785,-0.13094114869254403,2
-0.5865181483164187,-0.13325502704904194,2
-0.5933669012149447,-0.043206647328557286,2
-0.586587726598911,-0.13302475014955834,2
-0.5896534214258637,-0.11549320867231654,2
0.6138182596346815,-0.8599134409217148,1
-0.5895898652901076,-0.11577546836234873,2
-0.5825118726348743,0.01121976358073187,2
-0.5866239517769976,-0.13274563467361195,2
-0.5896631478230335,-0.11784759512407725,2
-0.5866795871412459,-0.1325114777638585,2
-0.5838528551067816,-0.016125986963760327,2
-0.5909730624287973,-0.11176312598062613,2
-0.5866944881922016,-0.13226297321213212,2
-0.5905773088066911,-0.10861756314530627,2
-0.5869033294781909,-0.1317021304408966,2
-0.5929498409796085,-0.0700242882666428,2
-0.5590119889403316,0.07144820486960361,2
-0.5872688631010586,-0.02949565654009028,2
-0.5872921616353235,-0.13086985900746,2
-0.5819272022642662,-0.004068611038305825,2
-0.587918836220635,-0.12645321433061615,2
-0.5942199966290862,-0.10490147053553463,2
-0.5372896760303341,0.01030663373067787,2
-0.5870113590804016,-0.13090172523326427,2
-0.5907868190830609,-0.10833138400942864,2
-0.5869063372618804,-0.13109587364336023,2
-0.5914414269695215,-0.10645209499340415,2
-0.5912449845227273,-0.10554031589367867,2
-0.5917983568474713,-0.09735281871462695,2
-0.5869185826196252,-0.13092770667018797,2
-0.5869507378588326,-0.13082347481710593,2
-0.23351834767784715,0.06073883781703137,2
-0.5907101371901949,-0.1149833174359828,2
-0.09656072472679718,-0.5936366118575985,2
-0.594064255857632,-0.0959333736009762,2
-0.5917968870953164,-0.10257947581483738,2
-0.5923676407977154,-0.06370447882490661,2
-0.5886368171996451,-0.12093545389055763,2
-0.5644495537531659,0.07026403913358228,2
-0.5925532237331868,-0.09281447213791448,2
-0.4101349094241021,0.25953137006460153,2
-0.5444091955212269,-0.039208721874018214,2
-0.5871429527516225,-0.12949030205992082,2
-0.5806176539712233,0.012865178260775227,2
-0.5935947674953774,-0.10095305455846461,2
-0.593003886359296,-0.08293337854822204,2
-0.5874958326173818,-0.12844716758906458,2
-0.5894299848895975,-0.11590740702151993,2
-0.5872181959135576,-0.12898160258729457,2
-0.5872312250992642,-0.12889199819414235,2
-0.5872326215094272,-0.128882367309519,2
-0.5899314455456567,-0.11602629864397856,2
-0.5872827096125248,-0.1285333076066535,2
-0.020098639219419893,0.5004680178951734,0
-0.5897831339833259,-0.11585901825895079,2
-0.5873243167167287,-0.1282378131644837,2
0.9154655029003472,-0.7242264622345906,1
-0.43898622206066346,0.05177612754248832,2
-0.5948761134739206,-0.08918183712084665,2
-0.5874117220354506,-0.12759943826092213,2
-0.06040315520990513,0.49069489070123623,0
-0.587527881576088,-0.12723743665177548,2
-0.5568175220250039,0.07964200830226636,2
-0.5919933988780436,-0.01972507874464677,2
-0.5951806013780216,-0.0831065704536918,2
-0.5935514037226746,-0.07792993830181119,2
-0.5908882782488797,-0.034007351016944215,2
-0.2661443807181814,-0.6156000965962333,2
-0.27999281666202386,-0.6237534904433715,2
-0.5953680743402119,-0.07581645294367417,2
-0.5792030560029247,0.04904549957631125,2
-0.5877008636014346,-0.12629302457200398,2
0.03956432850435608,-0.5251323974854724,2
-0.5877521127249385,-0.12614825911474742,2
-0.5873194774876869,-0.006682554827934035,2
-0.5952598485571035,-0.09197807677518917,2
-0.5563600405122671,0.07942063996968347,2
-0.5896809847841405,-0.11919034837413207,2
-0.5875786818086397,-0.12630424032577509,2
-0.5875820184755831,-0.12627721167579048,2
-0.5877820735197413,-0.12577843809912895,2
-0.592760935097884,-0.03543965561225454,2
-0.5893183981641884,-0.016589547311316583,2
-0.40756722069032153,-0.49764625326527984,2
-0.5877843037570897,-0.1257425366321002,2
-0.5944536419742487,-0.07676750543457457,2
-0.588002083751753,-0.12503405844831944,2
-0.5876840451075613,-0.12573302826538107,2
-0.5174374574330389,0.17637183489809338,2
-0.591662782840252,-0.03220893849502172,2
-0.5877210469893644,-0.12542130532233556,2
-0.5839224465820086,-0.10379715134883274,2
-0.5934633939379804,-0.05542697671442709,2
-0.5877059206699787,-0.1252365656189606,2
-0.5967341267999438,-0.029674469665179767,2
-0.5877341236517065,-0.12515165895956665,2
-0.593089732334287,-0.09133516531299016,2
-0.5877485553604982,-0.12502522152125203,2
-0.5955642309970534,-0.08046360868559871,2
0.39226084495894714,-0.719424039604022,1
-0.5878526562690083,-0.12407673091054951,2
-0.5879259914831368,-0.12391516778549659,2
-0.5878440459596326,0.001545172175336315,2
-0.5211358276453948,0.024597449262163684,2
0.3126593681396248,-0.7358411273936453,1
-0.5879174798458502,-0.12344947471134604,2
-0.5880083189295263,-0.1231158592545932,2
-0.5964658847830283,-0.060576403976042,2
-0.5948598029426887,-0.0843875920593304,2
-0.5924378727977568,-0.10740744307138893,2
-0.5933270626585102,-0.09454607255830987,2
-0.49131877928840073,0.20035667515414743,2
-0.18327162279859174,-0.6363448719424881,2
-0.59043993889893,-0.016454100311787668,2
-0.58813636496266,-0.12238290798876567,2
-0.5881521025710655,-0.12221694909834993,2
-0.5905854751011331,-0.11390827869745822,2
-0.5884046904064725,-0.12163813513349313,2
-0.5964107167451587,-0.07246588028897652,2
-0.5932356436249417,-0.03357208302498925,2
-0.5880320584362821,-0.12203171126377034,2
-0.5881697122710473,-0.12160250861257388,2
-0.5588815328239056,0.030385903022521935,2
-0.5989306299901348,-0.056856533927602655,2
-0.5954728074684058,-0.05982334952668954,2
-0.5898865057719969,-0.11336665027272841,2
-0.593078732099237,-0.0952061469297363,2
-0.5881079696618979,-0.12114114695496728,2
-0.5951451867567817,-0.0766297070044728,2
-0.5938279246457571,-0.1003516474264846,2
